Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Luka Dončić,26,LAL,PG,64,64,35.8,10.8,22.8,.476,4.0,10.8,.366,6.9,11.9,.575,.563,7.9,10.1,.780,0.6,7.1,7.7,8.3,1.6,0.5,4.0,2.4,33.5,AS,doncilu01
2,Shai Gilgeous-Alexander,27,OKC,PG,68,68,33.2,10.8,19.4,.553,1.7,4.4,.386,9.1,15.0,.602,.597,7.9,9.0,.879,0.6,3.7,4.3,6.6,1.4,0.8,2.2,2.0,31.1,AS,gilgesh01
3,Anthony Edwards,24,MIN,SG,60,59,35.2,9.9,20.3,.489,3.4,8.5,.398,6.6,11.8,.554,.572,5.7,7.2,.796,0.6,4.4,5.0,3.7,1.4,0.8,2.8,1.9,28.9,AS,edwaran01
4,Jaylen Brown,29,BOS,SF,70,70,34.5,10.4,21.9,.476,2.0,5.7,.344,8.4,16.1,.523,.521,6.0,7.6,.796,1.2,5.8,7.0,5.2,1.0,0.4,3.6,2.7,28.8,AS,brownja02
5,Tyrese Maxey,25,PHI,PG,68,68,38.2,9.9,21.5,.462,3.2,8.6,.372,6.7,12.9,.523,.537,5.3,5.9,.891,0.3,3.8,4.1,6.7,1.9,0.8,2.5,2.2,28.3,AS,maxeyty01
6,Kawhi Leonard,34,LAC,SF,64,64,32.0,9.8,19.3,.505,2.7,6.9,.389,7.1,12.5,.569,.574,5.8,6.5,.891,1.1,5.3,6.3,3.6,1.9,0.4,2.1,1.2,28.0,AS,leonaka01
7,Donovan Mitchell,29,CLE,SG,70,70,33.5,9.7,20.0,.483,3.2,8.8,.364,6.5,11.2,.577,.563,5.3,6.1,.865,0.7,3.8,4.5,5.7,1.5,0.3,2.8,2.3,27.9,AS,mitchdo01
8,Nikola Jokić,30,DEN,C,64,64,35.1,10.0,17.5,.569,1.7,4.6,.379,8.2,12.9,.636,.618,6.1,7.4,.828,2.9,10.0,12.9,10.9,1.4,0.8,3.8,2.7,27.8,AS,jokicni01
9,Giannis Antetokounmpo,31,MIL,PF,36,36,28.9,10.4,16.6,.624,0.4,1.3,.333,9.9,15.4,.647,.636,6.4,9.9,.650,2.7,7.1,9.8,5.4,0.9,0.7,3.2,2.4,27.6,AS,antetgi01
10,Stephen Curry,37,GSW,PG,41,39,31.0,8.9,19.0,.468,4.5,11.4,.392,4.4,7.5,.584,.587,4.8,5.1,.929,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.8,27.0,AS,curryst01
11,Joel Embiid,31,PHI,C,38,38,31.6,9.0,18.3,.489,1.4,4.2,.333,7.6,14.2,.535,.527,7.5,8.8,.854,2.0,5.7,7.7,3.9,0.6,1.2,2.9,2.2,26.9,,embiijo01
12,Lauri Markkanen,28,UTA,PF,42,42,34.4,9.1,19.2,.477,2.7,7.7,.355,6.4,11.5,.559,.548,5.7,6.4,.896,2.0,4.9,6.9,2.1,1.0,0.5,1.5,1.8,26.7,,markkla01
13,Devin Booker,29,PHO,SG,64,64,33.5,8.5,18.7,.456,1.9,5.8,.330,6.6,12.9,.512,.507,7.1,8.1,.873,0.8,3.1,3.9,6.0,0.8,0.3,3.1,2.6,26.1,AS,bookede01
14,Jalen Brunson,29,NYK,PG,73,73,35.1,9.3,20.0,.465,2.6,7.2,.369,6.6,12.8,.518,.531,4.8,5.7,.840,0.4,2.9,3.3,6.9,0.8,0.1,2.4,2.3,26.0,AS,brunsja01
15,Kevin Durant,37,HOU,SF,77,77,36.4,9.1,17.6,.518,2.4,5.8,.414,6.7,11.8,.569,.586,5.2,5.9,.876,0.5,4.9,5.4,4.7,0.8,0.9,3.2,1.8,25.9,AS,duranke01
16,Jamal Murray,28,DEN,PG,75,75,35.4,8.8,18.1,.483,3.3,7.5,.435,5.5,10.6,.517,.573,4.6,5.2,.887,0.4,4.0,4.4,7.1,0.9,0.4,2.3,1.7,25.4,AS,murraja01
17,Victor Wembanyama,22,SAS,C,63,54,29.2,8.6,16.8,.510,1.9,5.4,.350,6.7,11.3,.587,.567,5.7,7.0,.825,2.0,9.5,11.5,3.1,1.0,3.1,2.4,2.5,24.8,AS,wembavi01
18,Cade Cunningham,24,DET,PG,62,62,34.2,8.7,18.8,.462,2.0,5.8,.347,6.7,13.0,.513,.515,5.0,6.1,.814,0.9,4.7,5.6,9.9,1.5,0.9,3.7,3.1,24.4,AS,cunnica01
19,Michael Porter Jr.,27,BRK,SF,52,52,32.5,8.5,18.4,.463,3.4,9.3,.363,5.2,9.1,.567,.555,3.8,4.4,.859,1.3,5.7,7.1,3.0,1.1,0.3,2.3,2.2,24.2,,portemi01
20,Deni Avdija,25,POR,SF,64,64,33.3,7.4,16.0,.460,1.9,5.9,.315,5.5,10.1,.545,.518,7.4,9.3,.800,1.2,5.8,6.9,6.7,0.8,0.6,3.9,2.6,24.0,AS,avdijde01
21,Pascal Siakam,31,IND,PF,62,62,33.2,9.0,18.6,.484,1.7,4.7,.358,7.3,13.9,.527,.529,4.2,6.1,.693,1.4,5.2,6.6,3.8,1.1,0.4,2.2,2.4,24.0,AS,siakapa01
22,James Harden,36,2TM,PG,69,69,35.0,7.0,16.1,.433,3.1,8.2,.376,3.9,7.9,.494,.529,6.6,7.5,.882,0.6,4.3,4.9,8.0,1.1,0.4,3.5,2.0,23.7,,hardeja01
22,James Harden,36,LAC,PG,44,44,35.4,7.3,17.5,.419,3.1,8.8,.347,4.3,8.7,.492,.506,7.7,8.5,.901,0.6,4.2,4.8,8.1,1.3,0.4,3.7,1.9,25.4,,hardeja01
22,James Harden,36,CLE,PG,25,25,34.2,6.3,13.6,.466,3.1,7.1,.438,3.2,6.4,.497,.581,4.8,5.8,.833,0.5,4.4,5.0,7.8,0.9,0.5,3.1,2.1,20.6,,hardeja01
23,Keyonte George,22,UTA,PG,54,54,33.1,7.4,16.3,.456,2.5,6.7,.371,5.0,9.6,.515,.532,6.2,7.0,.892,0.4,3.3,3.7,6.1,1.1,0.3,3.1,2.2,23.6,,georgke01
24,Austin Reaves,27,LAL,SG,51,45,34.5,7.3,14.9,.490,2.3,6.4,.360,5.0,8.5,.588,.567,6.3,7.3,.871,0.6,4.1,4.7,5.5,1.1,0.4,3.0,2.2,23.3,,reaveau01
25,Jalen Johnson,24,ATL,SF,71,71,35.3,8.4,17.1,.488,1.7,4.8,.349,6.7,12.4,.542,.537,4.2,5.3,.788,1.4,8.9,10.3,7.9,1.3,0.4,3.4,2.1,22.6,AS,johnsja05
26,Paolo Banchero,23,ORL,PF,70,70,34.8,7.4,16.0,.462,1.2,3.8,.312,6.2,12.2,.508,.499,6.4,8.2,.777,1.2,7.2,8.4,5.1,0.7,0.6,3.0,2.0,22.3,,banchpa01
27,Jayson Tatum,27,BOS,PF,16,16,32.6,7.4,17.9,.411,2.9,8.9,.329,4.4,9.0,.493,.493,4.1,4.9,.823,0.5,9.5,10.0,5.3,1.4,0.2,2.4,1.6,21.8,,tatumja01
28,Norman Powell,32,MIA,SG,57,52,29.7,7.2,15.4,.470,2.7,7.1,.380,4.6,8.3,.547,.558,4.5,5.5,.824,0.4,3.2,3.5,2.5,1.1,0.2,1.9,2.2,21.7,AS,powelno01
29,Brandon Ingram,28,TOR,SF,75,75,33.8,8.0,16.8,.474,1.8,4.6,.382,6.2,12.2,.509,.527,3.8,4.6,.826,0.8,4.7,5.6,3.7,0.8,0.7,2.5,1.9,21.5,AS,ingrabr01
30,Trey Murphy III,25,NOP,SF,66,66,35.5,7.5,15.9,.470,3.2,8.6,.379,4.2,7.3,.577,.572,3.3,3.7,.886,1.0,4.8,5.7,3.8,1.5,0.4,1.8,2.1,21.5,,murphtr02
31,Shaedon Sharpe,22,POR,SG,48,42,30.0,8.0,17.6,.456,2.1,6.2,.340,5.9,11.5,.518,.515,3.2,4.0,.784,1.0,3.4,4.4,2.6,1.4,0.1,3.0,2.0,21.4,,sharpsh01
32,Julius Randle,31,MIN,PF,79,79,33.0,7.3,15.3,.481,1.4,4.4,.315,6.0,10.9,.547,.526,5.0,6.3,.802,1.7,5.1,6.7,5.0,1.1,0.2,2.7,2.8,21.1,,randlju01
33,Cooper Flagg,19,DAL,SF,68,68,33.9,8.0,17.1,.467,1.0,3.5,.292,7.0,13.6,.511,.497,4.1,4.9,.824,1.2,5.5,6.7,4.6,1.2,0.9,2.3,2.1,21.0,,flaggco01
34,Tyler Herro,26,MIA,SG,32,27,31.6,7.7,15.8,.484,2.6,6.8,.384,5.1,9.1,.559,.566,3.1,3.4,.917,0.4,4.2,4.6,4.0,0.7,0.4,1.9,1.9,21.0,,herroty01
35,Zion Williamson,25,NOP,PF,62,55,29.7,7.8,13.0,.600,0.0,0.1,.250,7.8,13.0,.601,.600,5.4,7.5,.716,2.0,3.7,5.7,3.2,1.0,0.5,2.0,2.3,21.0,,willizi01
36,Nickeil Alexander-Walker,27,ATL,SG,77,70,33.4,7.0,15.4,.458,3.2,8.1,.399,3.8,7.3,.522,.563,3.6,4.0,.902,0.7,2.8,3.5,3.7,1.3,0.5,2.1,2.2,20.9,,alexani01
37,LeBron James,41,LAL,SF,58,58,33.4,7.9,15.3,.515,1.3,4.1,.315,6.6,11.2,.588,.557,3.8,5.2,.737,0.7,5.4,6.1,7.1,1.1,0.6,3.0,1.4,20.9,AS,jamesle01
38,Desmond Bane,27,ORL,SG,80,80,34.0,7.2,14.9,.485,2.1,5.3,.392,5.2,9.6,.536,.555,3.9,4.3,.910,1.2,3.0,4.2,4.2,1.0,0.5,2.0,3.1,20.5,,banede01
39,Anthony Davis,32,DAL,PF,20,20,31.3,8.5,16.7,.506,0.5,1.9,.270,8.0,14.9,.535,.521,3.0,4.1,.728,3.1,8.0,11.1,2.8,1.1,1.7,2.1,2.1,20.4,,davisan02
40,Franz Wagner,24,ORL,SF,32,30,30.3,7.2,14.9,.481,1.3,4.0,.339,5.8,10.9,.533,.526,4.8,5.8,.827,1.3,4.1,5.3,3.4,1.0,0.3,1.7,2.1,20.4,,wagnefr01
41,Dillon Brooks,30,PHO,SF,55,55,30.5,7.5,17.2,.436,2.3,6.6,.348,5.2,10.5,.491,.503,3.1,3.6,.848,0.7,2.9,3.7,1.8,1.0,0.2,1.7,3.3,20.3,,brookdi01
42,Alperen Şengün,23,HOU,C,71,71,33.4,8.1,15.6,.516,0.6,1.8,.305,7.5,13.8,.544,.534,3.6,5.3,.690,3.0,5.9,8.9,6.2,1.2,1.1,3.2,3.3,20.3,AS,sengual01
43,Brandon Miller,23,CHO,SF,63,63,30.3,7.0,16.1,.435,3.2,8.2,.385,3.8,7.9,.487,.533,3.0,3.4,.893,1.1,3.9,5.0,3.4,1.0,0.7,2.5,2.7,20.2,,millebr02
44,Bam Adebayo,28,MIA,C,71,71,32.4,6.9,15.7,.438,1.7,5.5,.315,5.1,10.2,.505,.494,4.6,5.9,.779,2.1,7.9,10.0,3.1,1.2,0.6,1.7,1.7,20.0,,adebaba01
45,LaMelo Ball,24,CHO,PG,70,67,27.9,7.0,17.2,.408,3.7,10.1,.369,3.3,7.1,.465,.517,2.2,2.5,.895,0.9,3.9,4.8,7.1,1.2,0.2,2.8,2.7,20.0,,ballla01
46,Jimmy Butler,36,GSW,SF,38,38,31.1,6.3,12.2,.519,0.8,2.2,.376,5.5,9.9,.552,.554,6.5,7.6,.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20.0,,butleji01
47,Karl-Anthony Towns,30,NYK,C,74,74,31.0,6.9,13.8,.499,1.5,4.1,.368,5.4,9.7,.554,.554,4.8,5.6,.856,3.1,8.8,11.9,3.0,0.9,0.5,2.5,3.4,20.0,AS,townska01
48,Ty Jerome,28,MEM,SG,15,15,22.6,6.8,14.3,.474,2.8,6.7,.420,4.0,7.7,.522,.572,3.3,3.7,.875,0.7,2.1,2.8,5.7,1.1,0.3,1.8,2.1,19.7,,jeromty01
49,Jalen Duren,22,DET,C,69,69,28.3,7.4,11.5,.649,0.0,0.0,,7.4,11.5,.649,.649,4.6,6.2,.744,3.8,6.8,10.6,1.9,0.8,0.9,1.9,2.8,19.5,AS,durenja01
50,Ja Morant,26,MEM,PG,20,20,28.5,6.6,16.1,.410,1.0,4.3,.235,5.6,11.9,.473,.441,5.3,5.9,.897,0.4,2.9,3.3,8.1,1.0,0.3,3.6,2.0,19.5,,moranja01
51,Jaren Jackson Jr.,26,2TM,C,48,48,30.3,7.1,15.0,.476,1.8,4.9,.357,5.4,10.1,.533,.534,3.4,4.2,.803,0.9,4.8,5.7,2.0,1.1,1.4,2.2,3.7,19.4,,jacksja02
51,Jaren Jackson Jr.,26,MEM,C,45,45,30.7,7.1,14.9,.475,1.8,4.9,.359,5.3,10.0,.531,.534,3.3,4.2,.797,0.9,4.8,5.8,1.9,1.0,1.5,2.2,3.8,19.2,,jacksja02
51,Jaren Jackson Jr.,26,UTA,C,3,3,24.0,8.0,16.3,.490,1.7,5.0,.333,6.3,11.3,.559,.541,4.7,5.3,.875,0.3,4.0,4.3,2.7,2.0,0.3,2.3,3.0,22.3,,jacksja02
52,Zach LaVine,30,SAC,SG,39,37,31.4,6.7,14.0,.479,2.5,6.5,.390,4.2,7.5,.556,.569,3.2,3.6,.880,0.2,2.6,2.8,2.3,0.7,0.3,1.9,2.1,19.2,,lavinza01
53,RJ Barrett,25,TOR,SF,56,56,30.3,7.0,14.3,.489,1.7,5.0,.338,5.3,9.3,.570,.548,3.5,4.8,.719,1.0,4.3,5.3,3.3,0.8,0.3,1.8,2.5,19.1,,barrerj01
54,Darius Garland,26,2TM,PG,43,41,29.7,6.9,14.9,.466,2.8,6.9,.403,4.2,8.0,.520,.559,2.3,2.7,.853,0.4,2.0,2.3,6.7,0.9,0.2,2.9,1.8,18.9,,garlada01
54,Darius Garland,26,CLE,PG,26,26,30.5,6.5,14.5,.451,2.3,6.3,.360,4.3,8.2,.521,.529,2.6,3.0,.861,0.5,2.0,2.4,6.9,0.8,0.1,2.8,1.8,18.0,,garlada01
54,Darius Garland,26,LAC,PG,17,15,28.5,7.5,15.4,.489,3.5,7.7,.458,4.0,7.7,.519,.603,1.8,2.2,.838,0.3,1.9,2.2,6.4,1.1,0.3,3.1,1.8,20.4,,garlada01
55,Kon Knueppel,20,CHO,SF,79,78,31.5,6.4,13.4,.478,3.4,7.9,.429,3.0,5.5,.548,.605,2.5,2.8,.862,1.2,4.1,5.3,3.4,0.7,0.2,2.0,2.1,18.7,,knuepko01
56,CJ McCollum,34,2TM,PG,75,59,29.9,6.9,15.2,.452,2.5,6.7,.369,4.4,8.5,.517,.533,2.4,3.1,.774,0.8,2.5,3.3,3.9,0.8,0.5,1.8,1.9,18.6,,mccolcj01
56,CJ McCollum,34,WAS,SG,35,35,30.9,6.9,15.1,.454,2.7,7.0,.393,4.1,8.1,.505,.544,2.3,2.9,.804,0.7,2.9,3.5,3.6,0.7,0.3,1.7,2.1,18.8,,mccolcj01
56,CJ McCollum,34,ATL,PG,40,24,28.9,6.9,15.2,.450,2.2,6.5,.345,4.6,8.8,.527,.523,2.5,3.3,.752,1.0,2.2,3.1,4.1,1.0,0.7,1.9,1.7,18.4,,mccolcj01
57,Jerami Grant,31,POR,PF,57,38,29.7,5.8,12.8,.453,2.4,6.1,.389,3.4,6.7,.513,.547,4.6,5.6,.814,1.0,2.5,3.5,2.1,0.7,0.6,2.1,2.5,18.6,,grantje01
58,De'Aaron Fox,28,SAS,PG,70,70,31.0,7.1,14.5,.488,1.8,5.4,.332,5.3,9.1,.581,.550,2.6,3.4,.754,0.6,3.2,3.8,6.1,1.3,0.3,2.3,2.3,18.5,AS,foxde01
59,DeMar DeRozan,36,SAC,PF,77,77,31.2,6.5,13.1,.497,0.6,1.9,.320,5.9,11.1,.527,.520,4.9,5.6,.868,0.5,2.5,2.9,4.1,1.0,0.3,1.2,1.9,18.4,,derozde01
60,Evan Mobley,24,CLE,PF,64,62,32.1,7.3,13.2,.548,1.0,3.3,.297,6.3,10.0,.630,.584,2.8,4.6,.606,2.4,6.7,9.1,3.6,0.8,1.8,1.8,2.5,18.3,,mobleev01
61,Scottie Barnes,24,TOR,PF,78,78,33.5,7.1,14.1,.505,0.9,2.9,.305,6.2,11.2,.556,.536,3.0,3.7,.812,1.9,5.6,7.5,5.9,1.4,1.4,2.7,2.7,18.1,AS,barnesc01
62,Amen Thompson,23,HOU,PG,78,78,37.3,6.9,13.1,.528,0.3,1.5,.217,6.6,11.6,.568,.541,3.8,4.9,.775,3.0,4.8,7.8,5.3,1.5,0.6,2.4,2.2,18.0,,thompam01
63,Trae Young,27,2TM,PG,15,15,25.6,5.4,11.8,.458,1.8,5.3,.338,3.6,6.5,.557,.534,5.3,6.5,.825,0.3,1.7,2.0,8.0,0.9,0.1,2.6,2.2,17.9,,youngtr01
63,Trae Young,27,ATL,PG,10,10,28.0,5.6,13.5,.415,1.8,5.9,.305,3.8,7.6,.500,.481,6.3,7.3,.863,0.0,1.5,1.5,8.9,1.0,0.1,2.6,2.0,19.3,,youngtr01
63,Trae Young,27,WAS,PG,5,5,20.8,5.0,8.4,.595,1.8,4.2,.429,3.2,4.2,.762,.702,3.4,4.8,.708,0.8,2.2,3.0,6.2,0.6,0.2,2.6,2.6,15.2,,youngtr01
64,Bennedict Mathurin,23,2TM,SF,52,25,30.4,5.5,12.7,.432,1.4,4.4,.317,4.1,8.2,.493,.487,5.5,6.3,.873,1.0,4.5,5.5,2.3,0.8,0.2,2.2,2.6,17.9,,mathube01
64,Bennedict Mathurin,23,IND,SF,28,24,31.8,5.5,12.8,.433,2.1,5.6,.372,3.5,7.2,.480,.514,4.6,5.2,.884,0.8,4.6,5.4,2.3,0.6,0.1,2.3,2.7,17.8,,mathube01
64,Bennedict Mathurin,23,LAC,SF,24,1,28.8,5.4,12.5,.430,0.6,3.1,.203,4.8,9.4,.504,.455,6.6,7.7,.864,1.2,4.3,5.5,2.4,1.1,0.3,2.2,2.4,18.0,,mathube01
65,Jalen Green,23,PHO,SG,32,27,25.9,6.8,16.0,.422,2.2,7.1,.313,4.5,8.9,.509,.491,2.0,2.7,.747,0.5,3.1,3.6,2.8,1.1,0.3,2.3,1.3,17.8,,greenja05
66,Saddiq Bey,26,NOP,SF,72,64,31.2,6.1,13.4,.451,2.1,5.7,.367,4.0,7.7,.514,.529,3.4,4.1,.841,1.7,3.9,5.6,2.5,0.9,0.1,0.9,1.3,17.7,,beysa01
67,Coby White,25,2TM,SG,48,26,25.4,5.6,12.6,.444,2.3,6.4,.356,3.3,6.2,.535,.535,4.0,4.8,.823,0.4,3.1,3.5,4.1,0.5,0.1,2.6,2.3,17.5,,whiteco01
67,Coby White,25,CHI,SG,29,26,29.1,5.9,13.6,.438,2.5,7.2,.346,3.4,6.4,.541,.529,4.3,5.3,.805,0.2,3.5,3.7,4.7,0.7,0.1,3.0,2.4,18.6,,whiteco01
67,Coby White,25,CHO,SG,19,0,19.7,5.1,11.2,.455,2.0,5.3,.376,3.1,5.9,.527,.545,3.5,4.1,.857,0.5,2.6,3.1,3.2,0.3,0.2,1.9,1.9,15.7,,whiteco01
68,Paul George,35,PHI,PF,35,35,30.9,6.1,13.9,.435,2.7,6.9,.397,3.3,7.0,.473,.534,2.5,3.1,.824,0.6,4.7,5.3,3.7,1.7,0.5,1.8,2.3,17.4,,georgpa01
69,Kevin Porter Jr.,25,MIL,PG,38,36,33.2,6.3,13.5,.465,1.2,3.8,.322,5.1,9.8,.520,.510,3.6,4.1,.878,0.9,4.3,5.2,7.4,2.2,0.5,2.9,2.3,17.4,,porteke02
70,Miles Bridges,27,CHO,PF,75,75,31.2,6.3,13.7,.461,2.0,5.9,.335,4.3,7.8,.554,.532,2.7,3.3,.826,1.0,4.9,5.9,3.2,0.6,0.4,1.4,1.7,17.3,,bridgmi02
71,Ryan Rollins,23,MIL,PG,74,67,32.1,6.6,13.9,.472,2.5,6.1,.406,4.1,7.8,.523,.561,1.7,2.1,.796,0.7,3.8,4.6,5.6,1.5,0.4,2.7,2.6,17.3,,rolliry01
72,Chet Holmgren,23,OKC,PF,69,69,28.9,6.3,11.3,.557,1.3,3.5,.362,5.0,7.8,.646,.614,3.3,4.1,.792,1.9,7.0,8.9,1.7,0.6,1.9,1.6,2.3,17.1,AS,holmgch01
73,Jalen Williams,24,OKC,SG,33,33,28.4,6.5,13.5,.484,0.7,2.3,.299,5.8,11.2,.523,.510,3.3,3.9,.837,0.8,3.8,4.6,5.5,1.2,0.3,1.9,2.0,17.1,,willija06
74,Kristaps Porziņģis,30,2TM,C,30,21,24.0,5.5,12.3,.451,1.8,5.1,.346,3.8,7.2,.526,.523,4.2,5.0,.839,1.2,3.8,5.1,2.6,0.6,1.2,1.2,2.9,17.0,,porzikr01
74,Kristaps Porziņģis,30,ATL,C,17,12,24.3,5.6,12.4,.457,1.8,5.1,.360,3.8,7.3,.524,.531,4.0,4.8,.840,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1,,porzikr01
74,Kristaps Porziņģis,30,GSW,C,13,9,23.5,5.4,12.2,.443,1.7,5.2,.328,3.7,7.0,.527,.513,4.4,5.2,.838,1.2,3.8,5.0,2.5,0.6,1.2,1.6,2.5,16.8,,porzikr01
75,Josh Giddey,23,CHI,PG,54,51,32.1,5.9,13.3,.448,1.9,5.2,.364,4.0,8.0,.502,.520,3.2,4.2,.763,1.2,7.1,8.3,9.1,1.0,0.5,3.6,1.7,17.0,,giddejo01
76,Payton Pritchard,28,BOS,PG,78,50,32.4,6.4,13.8,.463,2.7,7.1,.374,3.7,6.7,.557,.559,1.5,1.7,.888,0.9,3.1,4.0,5.1,0.7,0.1,1.4,1.5,17.0,,pritcpa01
77,OG Anunoby,28,NYK,PF,66,66,33.5,5.9,12.1,.485,2.4,6.1,.389,3.5,6.0,.583,.583,2.8,3.3,.828,1.3,4.0,5.2,2.2,1.6,0.7,1.9,2.5,16.9,,anunoog01
78,Andrew Nembhard,26,IND,PG,57,57,31.3,5.8,13.2,.442,1.9,5.2,.361,4.0,8.0,.495,.513,3.4,4.1,.825,0.4,2.4,2.8,7.7,0.9,0.1,2.4,2.2,16.9,,nembhan01
79,Stephon Castle,21,SAS,PG,67,66,30.0,5.7,12.0,.473,1.2,3.6,.328,4.5,8.4,.535,.522,4.2,5.7,.737,1.4,3.8,5.2,7.4,1.1,0.3,3.2,3.3,16.8,,castlst01
80,Grayson Allen,30,PHO,SG,50,26,29.1,5.3,13.2,.405,3.2,9.0,.351,2.2,4.2,.519,.524,2.8,3.3,.855,0.7,2.3,3.0,3.9,1.4,0.3,1.6,2.3,16.7,,allengr01
81,Dejounte Murray,29,NOP,PG,14,14,27.8,6.3,13.0,.484,1.4,4.4,.306,4.9,8.6,.575,.536,2.8,3.2,.867,0.3,5.1,5.4,6.4,1.6,0.2,3.4,2.4,16.7,,murrade01
82,Immanuel Quickley,26,TOR,PG,69,69,32.1,5.8,13.0,.444,2.6,6.9,.376,3.2,6.2,.520,.543,2.5,3.0,.821,0.6,3.5,4.1,5.9,1.3,0.1,1.5,2.0,16.6,,quickim01
83,Derrick White,31,BOS,SG,76,76,34.3,5.7,14.5,.395,2.7,8.3,.326,3.0,6.2,.487,.489,2.4,2.7,.902,1.1,3.3,4.4,5.4,1.1,1.3,1.8,1.6,16.6,,whitede01
84,Matas Buzelis,21,CHI,PF,76,76,29.2,5.8,12.4,.465,2.3,6.4,.356,3.5,6.1,.580,.557,2.4,3.1,.787,1.0,4.8,5.8,2.0,0.7,1.5,2.1,2.3,16.3,,buzelma01
85,Jrue Holiday,35,POR,PG,51,49,29.3,6.1,13.4,.453,2.6,6.9,.385,3.4,6.5,.524,.551,1.5,1.8,.830,1.3,3.3,4.6,6.2,1.0,0.1,2.7,1.5,16.3,,holidjr01
86,Alex Sarr,20,WAS,C,48,48,27.2,6.6,13.7,.482,1.0,3.1,.333,5.5,10.5,.526,.520,2.1,3.0,.692,2.2,5.2,7.4,2.7,0.8,2.0,1.7,2.2,16.3,,sarral01
87,Aaron Gordon,30,DEN,PF,36,33,27.9,5.5,11.1,.497,1.7,4.4,.389,3.8,6.7,.568,.574,3.5,4.5,.767,1.4,4.4,5.8,2.7,0.6,0.3,1.1,1.7,16.2,,gordoaa01
88,VJ Edgecombe,20,PHI,SG,73,73,35.0,6.0,13.8,.438,2.0,5.7,.357,4.0,8.1,.494,.511,2.0,2.5,.817,1.6,3.9,5.6,4.1,1.4,0.5,1.8,2.9,16.1,,edgecvj01
89,Domantas Sabonis,29,SAC,C,19,15,29.7,6.3,11.6,.543,0.3,1.4,.185,6.1,10.2,.593,.554,2.9,4.1,.727,3.4,8.0,11.4,4.1,0.9,0.2,2.7,3.5,15.8,,sabondo01
90,Jabari Smith Jr.,22,HOU,PF,76,76,35.1,5.7,12.7,.450,2.3,6.3,.363,3.4,6.3,.538,.541,2.1,2.7,.778,1.4,5.5,6.9,1.9,0.7,0.9,1.4,2.5,15.8,,smithja05
91,Andrew Wiggins,30,MIA,SF,66,66,30.5,5.8,12.2,.479,2.1,4.9,.418,3.8,7.3,.520,.563,1.8,2.3,.787,1.7,3.2,4.9,2.7,1.1,1.0,1.5,2.3,15.6,,wiggian01
92,Collin Sexton,27,2TM,SG,66,20,23.6,5.3,10.8,.485,1.7,4.2,.402,3.6,6.7,.538,.563,3.2,3.8,.863,0.6,1.7,2.3,3.3,1.1,0.2,2.1,2.1,15.4,,sextoco01
92,Collin Sexton,27,CHO,SG,42,12,22.3,4.8,9.9,.488,1.4,3.5,.393,3.5,6.4,.539,.557,3.2,3.7,.877,0.4,1.5,1.9,3.7,0.9,0.2,2.1,1.8,14.2,,sextoco01
92,Collin Sexton,27,CHI,SG,24,8,25.9,6.0,12.5,.482,2.3,5.5,.412,3.8,7.1,.535,.571,3.3,3.9,.840,0.8,2.1,2.9,2.5,1.5,0.1,2.0,2.7,17.6,,sextoco01
93,Jarrett Allen,27,CLE,C,56,56,27.1,6.0,9.4,.638,0.0,0.2,.100,6.0,9.3,.649,.639,3.3,4.7,.709,2.6,5.9,8.5,1.8,1.0,0.8,1.3,1.7,15.4,,allenja01
94,Onyeka Okongwu,25,ATL,C,73,62,31.1,5.6,11.7,.482,2.0,5.2,.378,3.7,6.5,.565,.566,2.1,2.8,.757,1.9,5.7,7.6,3.2,1.1,1.1,1.7,3.3,15.4,,okongon01
95,Naji Marshall,28,DAL,SF,74,47,29.5,5.7,11.1,.510,0.8,2.9,.291,4.8,8.2,.587,.548,3.1,4.1,.760,0.9,3.8,4.7,3.3,1.1,0.1,1.6,1.9,15.2,,marshna01
96,Russell Westbrook,37,SAC,SF,64,58,29.0,5.6,13.1,.427,2.0,5.9,.338,3.6,7.2,.500,.503,2.0,2.9,.694,1.3,4.2,5.4,6.7,1.3,0.2,3.3,2.3,15.2,,westbru01
97,Nikola Vučević,35,2TM,C,63,49,28.6,6.2,12.6,.491,1.5,4.2,.365,4.6,8.3,.555,.552,1.2,1.4,.835,2.0,6.5,8.5,3.3,0.6,0.6,1.3,2.0,15.1,,vucevni01
97,Nikola Vučević,35,CHI,C,48,48,30.8,6.9,13.8,.505,1.7,4.5,.376,5.2,9.2,.568,.567,1.3,1.5,.838,2.1,6.9,9.0,3.8,0.7,0.6,1.4,2.0,16.9,,vucevni01
97,Nikola Vučević,35,BOS,C,15,1,21.3,3.7,8.8,.424,1.0,3.2,.313,2.7,5.6,.488,.481,0.9,1.1,.824,1.6,5.2,6.8,1.8,0.5,0.6,1.1,1.9,9.4,,vucevni01
98,Anthony Black,22,ORL,PG,62,40,30.2,5.4,12.1,.449,1.6,4.7,.336,3.9,7.5,.519,.513,2.7,3.7,.732,0.7,3.1,3.8,3.8,1.4,0.7,2.1,2.6,15.1,,blackan01
